wavelength_um,IF
2598.06982421875,0.11409766972064972
2615.080078125,0.10892514884471893
2630.0,0.10376470535993576
2646.5,0.0970178097486496
2661.4599609375,0.0855238139629364
2680.85009765625,0.06806973367929459
2696.199951171875,0.048773471266031265
2712.050048828125,0.032185789197683334
2732.7001953125,0.020077822729945183
2747.699951171875,0.012335304170846939
2763.050048828125,0.008322126232087612
2781.179931640625,0.005690152756869793
2798.89013671875,0.004340211395174265
2816.06005859375,0.004027149174362421
2832.469970703125,0.0040086545050144196
2849.5400390625,0.004142976365983486
2866.090087890625,0.0042361109517514706
2882.420166015625,0.004235194995999336
2898.780029296875,0.004571417812258005
2915.400146484375,0.005281591322273016
2931.43017578125,0.0059837885200977325
2947.260009765625,0.006876824423670769
2963.27001953125,0.005966210272163153
2977.199951171875,0.004647840280085802
3000.719970703125,0.005428480915725231
3013.81982421875,0.004898406565189362
3029.699951171875,0.0064524500630795956
3048.06005859375,0.00772833963856101
3064.4599609375,0.010267184115946293
3080.35986328125,0.014011705294251442
3096.889892578125,0.01806931011378765
3112.1298828125,0.01712990179657936
3129.6201171875,0.013511004857718945
3146.670166015625,0.01164942979812622
3163.0400390625,0.01047829631716013
3179.739990234375,0.01050129160284996
3197.079833984375,0.011428521946072578
3213.639892578125,0.01102554239332676
3231.5,0.01176160667091608
3248.06005859375,0.01145816221833229
3265.60986328125,0.012929543852806091
3282.97998046875,0.013843223452568054
3299.4599609375,0.015906061977148056
3316.18994140625,0.018287695944309235
3333.3798828125,0.0208906177431345
3349.809814453125,0.02264312282204628
3365.639892578125,0.02504756860435009
3381.830078125,0.027655530720949173
3398.719970703125,0.030320413410663605
3415.460205078125,0.033235419541597366
3431.780029296875,0.03630772978067398
3448.739990234375,0.03941832855343819
3464.75,0.04236163944005966
3481.369873046875,0.044978123158216476
3497.9501953125,0.04816838353872299
3512.840087890625,0.04965478926897049
3530.14990234375,0.05103215575218201
3546.639892578125,0.0520562045276165
3562.739990234375,0.05277981609106064
3580.33984375,0.05304694548249245
3596.10009765625,0.05292918533086777
3613.869873046875,0.051903437823057175
3630.85009765625,0.05095413327217102
3648.530029296875,0.050023000687360764
3665.219970703125,0.04833783954381943
3682.830078125,0.046214550733566284
3699.52978515625,0.04466934874653816
3717.43017578125,0.04228859767317772
3734.39013671875,0.03961322456598282
3751.030029296875,0.03775493800640106
3767.630126953125,0.03497736528515816
3784.43994140625,0.03283374384045601
3800.829833984375,0.030986260622739792
3817.419921875,0.029441216960549355
3834.719970703125,0.027476271614432335
3851.409912109375,0.02654634416103363
3861.840087890625,0.029442137107253075
3881.669921875,0.023748967796564102
3898.590087890625,0.022555839270353317
3914.77978515625,0.0215158574283123
3930.68994140625,0.020475134253501892
3947.619873046875,0.020218167454004288
3963.75,0.019482508301734924
3980.14990234375,0.018670890480279922
3996.719970703125,0.018032627180218697
4012.80029296875,0.016728902235627174
4029.43994140625,0.01685817539691925
4047.2998046875,0.015118852257728577
4062.9501953125,0.014999312348663807
4080.861083984375,0.014555423520505428
4097.43017578125,0.014696822501718998
4114.5,0.014137761667370796
4131.830078125,0.012951221317052841
4148.830078125,0.012619120068848133
4166.43994140625,0.012877349741756916
4182.990234375,0.01058962382376194
4198.39013671875,0.012068672105669975
4211.2001953125,0.011119239032268524
4224.02001953125,0.010812191292643547
4242.19970703125,0.010418624617159367
4260.2802734375,0.008507216349244118
4278.39990234375,0.008946718648076057
4296.5,0.008979403413832188
4314.7001953125,0.00930719543248415
4332.7998046875,0.009175452403724194
4350.9404296875,0.0077406056225299835
4366.4599609375,0.007945948280394077
4382.94970703125,0.006297008134424686
4397.93017578125,0.00783858634531498
4415.3701171875,0.0077207754366099834
4431.7197265625,0.006788387428969145
4447.72021484375,0.007553881965577602
4465.72998046875,0.007282547652721405
4482.39990234375,0.006799744442105293
4499.5107421875,0.008002285845577717
4515.91015625,0.008270987309515476
4533.7900390625,0.006461642682552338
4551.86962890625,0.006631449330598116
4567.9697265625,0.00878563616424799
4585.56005859375,0.007989729754626751
4602.89990234375,0.009736642241477966
4620.10009765625,0.009652924723923206
4636.14990234375,0.01031127292662859
4654.16015625,0.009978904388844967
4670.33984375,0.011273976415395737
4687.2099609375,0.009557298384606838
4702.89990234375,0.012186523526906967
4719.56103515625,0.009936594404280186
4737.06005859375,0.01281069777905941
4753.509765625,0.010562146082520485
4770.31005859375,0.009406338445842266
4786.72998046875,0.008962742984294891
4803.490234375,0.01205624919384718
4819.52099609375,0.011275140568614006
4835.77099609375,0.013276981189846992
4852.919921875,0.014372354373335838
4869.40087890625,0.01535326149314642
4885.52978515625,0.011439007706940174
4902.64990234375,0.01743573136627674
4919.83056640625,0.015059970319271088
4936.85107421875,0.012533746659755707
4953.8896484375,0.013818795792758465
4971.77978515625,0.01426942553371191
4988.9599609375,0.015103972516953945
5005.76025390625,0.01583121158182621
5022.39990234375,0.01490993145853281
5040.78125,0.015527538023889065
5057.34033203125,0.013916559517383575
5074.02001953125,0.00998619943857193
5091.06005859375,0.014186117798089981
5106.80029296875,0.015014233998954296
5108.0,0.010899804532527924
